,Time period,Local Authority,MSOA code,MSOA name (EN),MSOA name (CY),Cases,"Incidence per 100,000 population"
433,Rolling 21 days (05 May - 25 May),Bridgend,W02000223,Ynysawdre & Aberkenfig,Ynysawdre ac Abercynffig,0-2,<32
434,Rolling 21 days (05 May - 25 May),Bridgend,W02000224,"Sarn, Bryn-coch & Bryncethin","Sarn, Bryn-coch a Bryncethin",0-2,<30
435,Rolling 21 days (05 May - 25 May),Bridgend,W02000225,"Pyle, Kenfig Hill & Cefncribwr","Y Pîl, Mynydd Cynffig a Chefncribwr",4,43.1
436,Rolling 21 days (05 May - 25 May),Bridgend,W02000226,"Pen-prysg, Hendre & Felindre","Pen-prysg, Hendre a Felindre",3,29.0
437,Rolling 21 days (05 May - 25 May),Bridgend,W02000227,Cornelly,Corneli,13,171.2
438,Rolling 21 days (05 May - 25 May),Bridgend,W02000228,"Pen-dre, Litchard & Coity","Pen-dre, Llidiard a Choety",0-2,<20
439,Rolling 21 days (05 May - 25 May),Bridgend,W02000229,Cefn-glas & Bryntirion,Cefn-glas a Bryntirion,0-2,<32
440,Rolling 21 days (05 May - 25 May),Bridgend,W02000230,"Pen-y-fai, Laleston & Merthyr Mawr","Pen-y-fai, Trelales a Merthyr Mawr",0-2,<37
441,Rolling 21 days (05 May - 25 May),Bridgend,W02000231,Central Bridgend,Canol Pen-y-bont ar Ogwr,0-2,<24
442,Rolling 21 days (05 May - 25 May),Bridgend,W02000232,Brackla East & Coychurch Lower,Dwyrain Bracla a Llangrallo Isaf,3,51.1
443,Rolling 21 days (05 May - 25 May),Bridgend,W02000233,Brackla West,Gorllewin Bracla,0-2,<32
444,Rolling 21 days (05 May - 25 May),Bridgend,W02000234,Broadlands,Broadlands,0-2,<19
445,Rolling 21 days (05 May - 25 May),Bridgend,W02000235,Porthcawl West,Gorllewin Porthcawl,16,177.8
446,Rolling 21 days (05 May - 25 May),Bridgend,W02000236,Porthcawl East,Dwyrain Porthcawl,7,98.7
447,Rolling 21 days (05 May - 25 May),Caerphilly,W02000290,"Rhymney, Pontlottyn & Abertysswg","Rhymni, Pontlotyn a Abertyswg",11,123.9
448,Rolling 21 days (05 May - 25 May),Caerphilly,W02000291,New Tredegar & Darran Valley,Tredegar Newydd a Chwm Darran,0-2,<28
449,Rolling 21 days (05 May - 25 May),Caerphilly,W02000292,Aberbargoed & Gilfach,Aberbargoed a Gilfach,3,49.4
450,Rolling 21 days (05 May - 25 May),Caerphilly,W02000293,Bargoed,Bargoed,3,48.6
451,Rolling 21 days (05 May - 25 May),Caerphilly,W02000294,"North Blackwood, Argoed & Markham","Gogledd Coed-duon, Argoed a Markham",3,52.9
452,Rolling 21 days (05 May - 25 May),Caerphilly,W02000295,Oakdale & Pen-twyn,Oakdale a Phen-twyn,0-2,<21
453,Rolling 21 days (05 May - 25 May),Caerphilly,W02000296,Pengam & Cefn Fforest,Pengam a Chefn Fforest,0-2,<26
454,Rolling 21 days (05 May - 25 May),Caerphilly,W02000297,St Cattwg,St Cattwg,0-2,<27
455,Rolling 21 days (05 May - 25 May),Caerphilly,W02000298,Blackwood,Coed-duon,0-2,<28
456,Rolling 21 days (05 May - 25 May),Caerphilly,W02000299,Newbridge,Trecelyn,0-2,<30
457,Rolling 21 days (05 May - 25 May),Caerphilly,W02000300,Pontllan-fraith,Pontllan-fraith,6,69.8
458,Rolling 21 days (05 May - 25 May),Caerphilly,W02000301,Hengoed & Maesycwmer,Hengoed a Maesycwmer,0-2,<25
459,Rolling 21 days (05 May - 25 May),Caerphilly,W02000302,Ystrad Mynach & Nelson,Ystrad Mynach a Nelson,0-2,<20
460,Rolling 21 days (05 May - 25 May),Caerphilly,W02000303,Crosskeys North & Abercarn,Gogledd Crosskeys ac Abercarn,0-2,<28
461,Rolling 21 days (05 May - 25 May),Caerphilly,W02000304,Crosskeys South & Ynysddu,De Crosskeys ac Ynys-ddu,0-2,<35
462,Rolling 21 days (05 May - 25 May),Caerphilly,W02000305,Risca East,Dwyrain Rhisga,0-2,<32
463,Rolling 21 days (05 May - 25 May),Caerphilly,W02000306,Risca West,Gorllewin Rhisga,0-2,<39
464,Rolling 21 days (05 May - 25 May),Caerphilly,W02000307,Aber Valley,Cwm Aber,0-2,<30
465,Rolling 21 days (05 May - 25 May),Caerphilly,W02000308,Llanbradach & Penyrheol,Llanbradach a Phenyrheol,0-2,<22
466,Rolling 21 days (05 May - 25 May),Caerphilly,W02000309,Bedwas & Trethomas,Bedwas a Thretomas,0-2,<30
467,Rolling 21 days (05 May - 25 May),Caerphilly,W02000310,Machen,Machen,0-2,<37
468,Rolling 21 days (05 May - 25 May),Caerphilly,W02000311,Caerphilly East,Dwyrain Caerffili,0-2,<21
469,Rolling 21 days (05 May - 25 May),Caerphilly,W02000312,Caerphilly West,Gorllewin Caerffili,0-2,<27
470,Rolling 21 days (05 May - 25 May),Caerphilly,W02000313,Caerphilly South,De Caerffili,4,37.4
471,Rolling 21 days (05 May - 25 May),Cardiff,W02000367,Lisvane,Llys-faen,0-2,<35
472,Rolling 21 days (05 May - 25 May),Cardiff,W02000368,Thornhill,Y Ddraenen,0-2,<35
473,Rolling 21 days (05 May - 25 May),Cardiff,W02000369,Pontprennau,Pontprennau,0-2,<23
474,Rolling 21 days (05 May - 25 May),Cardiff,W02000370,Rhiwbina & Pant-mawr,Rhiwbeina a Phant-mawr,0-2,<31
475,Rolling 21 days (05 May - 25 May),Cardiff,W02000371,Llanishen,Llanisien,0-2,<21
476,Rolling 21 days (05 May - 25 May),Cardiff,W02000372,"Radyr, Morganstown & Gwaelod-y-garth","Radur, Pentre-poeth a Gwaelod-y-garth",0-2,<25
477,Rolling 21 days (05 May - 25 May),Cardiff,W02000373,Llanrumney North,Gogledd Llanrhymni,0-2,<29
478,Rolling 21 days (05 May - 25 May),Cardiff,W02000374,Cyncoed North,Gogledd Cyncoed,4,67.5
479,Rolling 21 days (05 May - 25 May),Cardiff,W02000375,Pentwyn,Pentwyn,3,40.9
480,Rolling 21 days (05 May - 25 May),Cardiff,W02000376,Tongwynlais & Coryton,Tongwynlais a Coryton,0-2,<29
481,Rolling 21 days (05 May - 25 May),Cardiff,W02000377,Pwll-mawr & St Mellons East,Pwll-mawr a Dwyrain Llaneirwg,0-2,<27
482,Rolling 21 days (05 May - 25 May),Cardiff,W02000378,Rhiwbina Village,Pentref Rhiwbeina,0-2,<27
483,Rolling 21 days (05 May - 25 May),Cardiff,W02000379,St Mellons West,Gorllewin Llaneirwg,0-2,<31
484,Rolling 21 days (05 May - 25 May),Cardiff,W02000380,"Creigiau, Pentyrch & St Fagans","Creigiau, Pen-tyrch a Sain Ffagan",0-2,<28
485,Rolling 21 days (05 May - 25 May),Cardiff,W02000381,Llanrumney South,De Llanrhymni,3,45.5
486,Rolling 21 days (05 May - 25 May),Cardiff,W02000382,Trowbridge,Trowbridge,0-2,<33
487,Rolling 21 days (05 May - 25 May),Cardiff,W02000383,Llanedeyrn,Llanedern,5,68.8
488,Rolling 21 days (05 May - 25 May),Cardiff,W02000384,Heath,Y Mynydd Bychan,0-2,<35
489,Rolling 21 days (05 May - 25 May),Cardiff,W02000385,Cyncoed South & Roath Park,De Cyncoed a Pharc y Rhath,0-2,<27
490,Rolling 21 days (05 May - 25 May),Cardiff,W02000386,Whitchurch,Yr Eglwys Newydd,0-2,<26
491,Rolling 21 days (05 May - 25 May),Cardiff,W02000387,Birchgrove,Llwynbedw,0-2,<33
492,Rolling 21 days (05 May - 25 May),Cardiff,W02000388,Rumney,Tredelerch,0-2,<34
493,Rolling 21 days (05 May - 25 May),Cardiff,W02000389,Llandaf North,Ystum Taf,3,34.5
494,Rolling 21 days (05 May - 25 May),Cardiff,W02000390,Pen-y-lan North,Gogledd Pen-y-lan,0-2,<31
495,Rolling 21 days (05 May - 25 May),Cardiff,W02000391,Gabalfa,Gabalfa,0-2,<21
496,Rolling 21 days (05 May - 25 May),Cardiff,W02000392,Llandaf & Danescourt,Llandaf a Danescourt,0-2,<23
497,Rolling 21 days (05 May - 25 May),Cardiff,W02000393,Fairwater North,Gogledd y Tyllgoed,0-2,<31
498,Rolling 21 days (05 May - 25 May),Cardiff,W02000394,Cathays North,Gogledd Cathays,8,84.8
499,Rolling 21 days (05 May - 25 May),Cardiff,W02000395,Pen-y-lan South,De Pen-y-lan,0-2,<29
500,Rolling 21 days (05 May - 25 May),Cardiff,W02000396,Roath,Y Rhath,4,51.7
501,Rolling 21 days (05 May - 25 May),Cardiff,W02000397,Fairwater South,De'r Tyllgoed,3,46.6
502,Rolling 21 days (05 May - 25 May),Cardiff,W02000398,Cathays South & Bute Park,De Cathays a Pharc Biwt,16,126.3
503,Rolling 21 days (05 May - 25 May),Cardiff,W02000399,Plasnewydd,Plasnewydd,4,38.8
504,Rolling 21 days (05 May - 25 May),Cardiff,W02000400,Pontcanna,Pontcanna,3,45.0
505,Rolling 21 days (05 May - 25 May),Cardiff,W02000401,Victoria Park,Parc Victoria,0-2,<34
506,Rolling 21 days (05 May - 25 May),Cardiff,W02000402,Adamsdown,Adamsdown,10,82.8
507,Rolling 21 days (05 May - 25 May),Cardiff,W02000403,Tremorfa & Pengam,Tremorfa a Phengam,5,66.7
508,Rolling 21 days (05 May - 25 May),Cardiff,W02000404,Splott,Y Sblot,7,113.5
509,Rolling 21 days (05 May - 25 May),Cardiff,W02000405,Ely East,Dwyrain Trelái,6,77.2
510,Rolling 21 days (05 May - 25 May),Cardiff,W02000406,Canton,Treganna,4,43.5
511,Rolling 21 days (05 May - 25 May),Cardiff,W02000407,Caerau East,Dwyrain Caerau,23,334.5
512,Rolling 21 days (05 May - 25 May),Cardiff,W02000408,South Riverside,De Glanyrafon,12,161.5
513,Rolling 21 days (05 May - 25 May),Cardiff,W02000409,Ely West,Gorllewin Trelái,0-2,<33
514,Rolling 21 days (05 May - 25 May),Cardiff,W02000410,Grangetown North,Gogledd Grangetown,5,55.8
515,Rolling 21 days (05 May - 25 May),Cardiff,W02000411,Caerau West,Gorllewin Caerau,4,59.3
516,Rolling 21 days (05 May - 25 May),Cardiff,W02000412,Grangetown South,De Grangetown,0-2,<29
517,Rolling 21 days (05 May - 25 May),Cardiff,W02000422,Cardiff Bay,Bae Caerdydd,0-2,<21
518,Rolling 21 days (05 May - 25 May),Cardiff,W02000423,Butetown,Tre-biwt,0-2,<19
519,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000142,Llanfihangel-ar-arth & Llanybydder,Llanfihangel-ar-arth a Llanybydder,0-2,<36
520,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000143,"Llandovery, Cil-y-cwm & Cynwyl Gaeo","Llanymddyfri, Cil-y-cwm a Chynwyl Gaeo",0-2,<36
521,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000144,"Tre-lech, Cenarth & Llangeler","Tre-lech, Cenarth a Llangeler",3,39.3
522,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000145,"Llandeilo, Llangadog & Maenordeilo","Llandeilo, Llangadog a Maenordeilo",0-2,<28
523,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000146,"Abergwili, Llanegwad & Carmel","Abergwili, Llanegwad a Charmel",0-2,<31
524,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000147,Carmarthen West & Cynwyl Elfed,Gorllewin Caerfyrddin a Chynwyl Elfed,0-2,<24
525,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000148,Carmarthen North,Gogledd Caerfyrddin,0-2,<39
526,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000149,Carmarthen South & Llangynnwr,De Caerfyrddin a Llangynnwr,0-2,<32
527,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000151,"Brynaman, Y Garnant & Glanaman","Brynaman, Y Garnant a Glanaman",0-2,<28
528,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000152,Llandybie & Saron,Llandybïe a Saron,0-2,<24
529,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000153,"Llanddarog, Llangyndeyrn & Ferryside","Llanddarog, Llangyndeyrn a Glanyfferi",0-2,<25
530,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000154,Ammanford & Betws,Rhydaman a Betws,0-2,<26
531,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000156,"Llan-non, Cross Hands & Pen-y-groes","Llan-non, Cross Hands a Phen-y-groes",0-2,<24
532,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000157,Glyn & Pontyberem,Glyn a Phontyberem,0-2,<21
533,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000158,Yr Hendy & Ty-croes,Yr Hendy a Th?-croes,0-2,<34
534,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000159,Cydweli & Trimsaran,Cydweli a Thrimsaran,3,48.6
535,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000160,Swiss Valley & Llangennech,Dyffryn y Swistir a Llangennech,0-2,<27
536,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000161,Dafen & Felin-foel,Dafen a Felin-foel,0-2,<36
537,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000162,Pembrey & Burry Port,Pen-bre a Phorth Tywyn,8,96.2
538,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000163,Llanelli North,Gogledd Llanelli,0-2,<37
539,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000164,Llanelli West,Gorllewin Llanelli,4,54.2
540,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000165,Llanelli Bigyn,Llanelli Bigyn,4,59.4
541,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000166,Bynea & Llwynhendy,Bynea a Llwynhendy,4,44.3
542,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000167,Llanelli South,De Llanelli,7,65.3
543,Rolling 21 days (05 May - 25 May),Carmarthenshire,W02000418,"Whitland, Laugharne & Llansteffan","Hendy-gwyn ar Daf, Lacharn a Llansteffan",0-2,<17
544,Rolling 21 days (05 May - 25 May),Ceredigion,W02000116,Borth & Bont-goch,Y Borth a Bont-goch,0-2,<27
545,Rolling 21 days (05 May - 25 May),Ceredigion,W02000117,Aberystwyth North,Gogledd Aberystwyth,0-2,<23
546,Rolling 21 days (05 May - 25 May),Ceredigion,W02000118,Aberystwyth South,De Aberystwyth,0-2,<30
547,Rolling 21 days (05 May - 25 May),Ceredigion,W02000120,Aberaeron & Llanrhystud,Aberaeron a Llanrhystud,0-2,<29
548,Rolling 21 days (05 May - 25 May),Ceredigion,W02000122,New Quay & Penbryn,Ceinewydd a Phenbryn,0-2,<31
549,Rolling 21 days (05 May - 25 May),Ceredigion,W02000123,Lampeter & Llanfihangel Ystrad,Llanbedr Pont Steffan a Llanfihangel Ystrad,0-2,<25
550,Rolling 21 days (05 May - 25 May),Ceredigion,W02000124,Cardigan & Aber-porth,Aberteifi ac Aber-porth,0-2,<23
551,Rolling 21 days (05 May - 25 May),Ceredigion,W02000125,"Beulah, Troed-yr-aur & Llandysul","Beulah, Troed-yr-aur a Llandysul",0-2,<28
552,Rolling 21 days (05 May - 25 May),Ceredigion,W02000421,"Rheidol, Ystwyth & Caron","Rheidol, Ystwyth a Caron",4,34.6
553,Rolling 21 days (05 May - 25 May),Conwy,W02000027,Llandudno Town & Gogarth,Tref Llandudno a Gogarth,3,33.9
554,Rolling 21 days (05 May - 25 May),Conwy,W02000028,Llandudno South,De Llandudno,0-2,<29
555,Rolling 21 days (05 May - 25 May),Conwy,W02000029,Penrhyn Bay,Bae Penrhyn,4,64.3
556,Rolling 21 days (05 May - 25 May),Conwy,W02000030,Rhos-on-Sea,Llandrillo-yn-Rhos,0-2,<34
557,Rolling 21 days (05 May - 25 May),Conwy,W02000031,Kinmel Bay & Towyn,Bae Cinmel a Thowyn,0-2,<24
558,Rolling 21 days (05 May - 25 May),Conwy,W02000032,Llandudno Junction North & Deganwy,Gogledd Cyffordd Llandudno a Deganwy,0-2,<21
559,Rolling 21 days (05 May - 25 May),Conwy,W02000033,Colwyn Bay North,Gogledd Bae Colwyn,0-2,<33
560,Rolling 21 days (05 May - 25 May),Conwy,W02000034,Upper Colwyn Bay,Bae Colwyn Uchaf,0-2,<27
561,Rolling 21 days (05 May - 25 May),Conwy,W02000035,Old Colwyn & Llanddulas,Hen Golwyn a Llanddulas,3,34.7
562,Rolling 21 days (05 May - 25 May),Conwy,W02000036,Abergele,Abergele,0-2,<19
563,Rolling 21 days (05 May - 25 May),Conwy,W02000037,Llandudno Junction South & Llasanffraid Glan Conwy,De Cyffordd Llandudno a Llasanffraid Glan Conwy,0-2,<28
564,Rolling 21 days (05 May - 25 May),Conwy,W02000038,Conwy & Afon Roe,Conwy a Afon Ro,4,56.0
565,Rolling 21 days (05 May - 25 May),Conwy,W02000039,Llanfairfechan & Penmaenmawr,Llanfairfechan a Penmaenmawr,0-2,<26
566,Rolling 21 days (05 May - 25 May),Conwy,W02000040,"Betws-yn-Rhos, Llangernyw & Llansannan","Betws-yn-Rhos, Llangernyw a Llansannan",0-2,<29
567,Rolling 21 days (05 May - 25 May),Conwy,W02000041,Llanrwst & Betws-y-coed,Llanrwst a Betws-y-coed,3,34.9
568,Rolling 21 days (05 May - 25 May),Denbighshire,W02000042,Prestatyn North,Gogledd Prestatyn,0-2,<35
569,Rolling 21 days (05 May - 25 May),Denbighshire,W02000043,Prestatyn Central & East,Canol a Dwyrain Prestatyn,0-2,<39
570,Rolling 21 days (05 May - 25 May),Denbighshire,W02000044,Prestatyn South,De Prestatyn,0-2,<39
571,Rolling 21 days (05 May - 25 May),Denbighshire,W02000045,Rhyl North,Gogledd y Rhyl,0-2,<21
572,Rolling 21 days (05 May - 25 May),Denbighshire,W02000047,Rhyl South West,De-orllewin y Rhyl,0-2,<37
573,Rolling 21 days (05 May - 25 May),Denbighshire,W02000049,Dyserth & Tremeirchion,Dyserth a Thremeirchion,0-2,<31
574,Rolling 21 days (05 May - 25 May),Denbighshire,W02000050,Rhuddlan & Bodelwyddan,Rhuddlan a Bodelwyddan,0-2,<32
575,Rolling 21 days (05 May - 25 May),Denbighshire,W02000051,St Asaph & Trefnant,Llanelwy a Threfnant,4,74.6
576,Rolling 21 days (05 May - 25 May),Denbighshire,W02000052,Denbigh West,Gorllewin Dinbych,0-2,<39
577,Rolling 21 days (05 May - 25 May),Denbighshire,W02000053,Denbigh East & Pentre Llanrhaeadr,Dwyrain Dinbych a Phentre Llanrhaeadr,0-2,<31
578,Rolling 21 days (05 May - 25 May),Denbighshire,W02000054,Llandyrnog & Llanarmon-yn-Iâl,Llandyrnog a Llanarmon-yn-Iâl,0-2,<33
579,Rolling 21 days (05 May - 25 May),Denbighshire,W02000055,Ruthin,Rhuthun,0-2,<36
580,Rolling 21 days (05 May - 25 May),Denbighshire,W02000056,"Corwen, Llanelidan & Efenechdyd","Corwen, Llanelidan ac Efenechdyd",0-2,<38
581,Rolling 21 days (05 May - 25 May),Denbighshire,W02000057,Llangollen & Llandrillo,Llangollen a Llandrillo,0-2,<32
582,Rolling 21 days (05 May - 25 May),Denbighshire,W02000419,Rhyl East,Dwyrain y Rhyl,0-2,<19
583,Rolling 21 days (05 May - 25 May),Flintshire,W02000058,"Gronant, Ffynnongroyw & Trelawnyd","Gronant, Ffynnongroyw a Threlawnyd",0-2,<41
584,Rolling 21 days (05 May - 25 May),Flintshire,W02000059,Mostyn & Holway,Mostyn a Holway,0-2,<31
585,Rolling 21 days (05 May - 25 May),Flintshire,W02000060,Holywell & Bagillt,Treffynnon a Bagillt,3,27.5
586,Rolling 21 days (05 May - 25 May),Flintshire,W02000061,Flint North East,Gogledd-ddwyrain y Fflint,0-2,<29
587,Rolling 21 days (05 May - 25 May),Flintshire,W02000062,Flint South West,De-orllewin y Fflint,0-2,<33
588,Rolling 21 days (05 May - 25 May),Flintshire,W02000063,"Caerwys, Halkyn & Nannerch","Caerwys, Helygain a Nannerch",0-2,<25
589,Rolling 21 days (05 May - 25 May),Flintshire,W02000064,Connah's Quay North,Gogledd Cei Connah,0-2,<33
590,Rolling 21 days (05 May - 25 May),Flintshire,W02000065,Connah's Quay Wepre,Cei Connah Gwepra,0-2,<28
591,Rolling 21 days (05 May - 25 May),Flintshire,W02000066,Shotton & Garden City,Shotton a Garden City,6,59.3
592,Rolling 21 days (05 May - 25 May),Flintshire,W02000067,Connah's Quay South & Northop Hall,De Cei Connah a Phentre-moch,3,45.1
593,Rolling 21 days (05 May - 25 May),Flintshire,W02000068,Queensferry & Sandycroft,Queensferry a Sandycroft,3,53.9
594,Rolling 21 days (05 May - 25 May),Flintshire,W02000069,"Buckley North, Northop & Sychdyn","Gogledd Bwcle, Llaneurgain a Sychdyn",0-2,<32
595,Rolling 21 days (05 May - 25 May),Flintshire,W02000070,Ewloe & Hawarden,Ewloe a Phenarlâg,0-2,<19
596,Rolling 21 days (05 May - 25 May),Flintshire,W02000071,New Brighton & Mynyddisa,New Brighton a Mynyddisa,0-2,<28
597,Rolling 21 days (05 May - 25 May),Flintshire,W02000072,Broughton & Saltney,Brychdyn a Saltney,0-2,<17
598,Rolling 21 days (05 May - 25 May),Flintshire,W02000073,Mold,Yr Wyddgrug,0-2,<20
599,Rolling 21 days (05 May - 25 May),Flintshire,W02000074,Buckley South,De Bwcle,0-2,<20
600,Rolling 21 days (05 May - 25 May),Flintshire,W02000075,Pen-y-ffordd & Higher Kinnerton,Pen-y-ffordd a Higher Kinnerton,0-2,<33
601,Rolling 21 days (05 May - 25 May),Flintshire,W02000076,"Leeswood, Treuddyn & Gwernaffield","Coed-llai, Treuddyn a'r Waun",0-2,<27
602,Rolling 21 days (05 May - 25 May),Flintshire,W02000077,Hope,Yr Hôb,0-2,<33
603,Rolling 21 days (05 May - 25 May),Gwynedd,W02000010,Bangor City,Dinas Bangor,0-2,<21
604,Rolling 21 days (05 May - 25 May),Gwynedd,W02000011,Bangor South,De Bangor,0-2,<25
605,Rolling 21 days (05 May - 25 May),Gwynedd,W02000012,Bethesda,Bethesda,0-2,<24
606,Rolling 21 days (05 May - 25 May),Gwynedd,W02000013,Bethel & Llanrug,Bethel a Llanrug,0-2,<30
607,Rolling 21 days (05 May - 25 May),Gwynedd,W02000014,Llanberis & Deiniolen,Llanberis a Deiniolen,0-2,<28
608,Rolling 21 days (05 May - 25 May),Gwynedd,W02000015,Caernarfon East,Dwyrain Caernarfon,0-2,<24
609,Rolling 21 days (05 May - 25 May),Gwynedd,W02000016,Caernarfon West & Waunfawr,Gorllewin Caernarfon a Waunfawr,0-2,<30
610,Rolling 21 days (05 May - 25 May),Gwynedd,W02000017,"Pen-y-groes, Tal-y-sarn & Dyffryn Nantlle","Pen-y-groes, Tal-y-sarn a Dyffryn Nantlle",0-2,<26
611,Rolling 21 days (05 May - 25 May),Gwynedd,W02000018,Blaenau Ffestiniog & Trawsfynydd,Blaenau Ffestiniog a Thrawsfynydd,0-2,<31
612,Rolling 21 days (05 May - 25 May),Gwynedd,W02000019,Porthmadog,Porthmadog,11,156.7
613,Rolling 21 days (05 May - 25 May),Gwynedd,W02000020,Cricieth & Llanaelhaearn,Cricieth a Llanaelhaearn,0-2,<29
614,Rolling 21 days (05 May - 25 May),Gwynedd,W02000021,Pwllheli & Morfa Nefyn,Pwllheli a Morfa Nefyn,0-2,<24
615,Rolling 21 days (05 May - 25 May),Gwynedd,W02000022,Harlech & Llanbedr,Harlech a Llanbedr,3,50.5
616,Rolling 21 days (05 May - 25 May),Gwynedd,W02000023,Abersoch & Aberdaron,Abersoch ac Aberdaron,0-2,<35
617,Rolling 21 days (05 May - 25 May),Gwynedd,W02000024,Bala & Mawddwy,Y Bala a Mawddwy,0-2,<34
618,Rolling 21 days (05 May - 25 May),Gwynedd,W02000025,Barmouth & Dolgellau,Y Bermo a Dolgellau,3,45.3
619,Rolling 21 days (05 May - 25 May),Gwynedd,W02000026,Tywyn & Llangelynnin,Tywyn a Llangelynnin,0-2,<27
620,Rolling 21 days (05 May - 25 May),Merthyr Tydfil,W02000284,Dowlais,Dowlais,0-2,<21
621,Rolling 21 days (05 May - 25 May),Merthyr Tydfil,W02000285,"Cefncoedycymer, Heolgerrig & Park","Cefncoedycymer, Heolgerrig a Pharc",0-2,<24
622,Rolling 21 days (05 May - 25 May),Merthyr Tydfil,W02000286,Gelli-deg & Town,Gelli-deg a'r Dref,4,56.9
623,Rolling 21 days (05 May - 25 May),Merthyr Tydfil,W02000287,Pentre-bach & Mountain Hare,Pentre-bach a Mountain Hare,0-2,<24
624,Rolling 21 days (05 May - 25 May),Merthyr Tydfil,W02000288,"Merthyr Vale, Troed-y-rhiw & Bedlinog","Ynysowen, Troed-y-rhiw a Bedlinog",0-2,<25
625,Rolling 21 days (05 May - 25 May),Merthyr Tydfil,W02000289,Treharris & Trelewis,Treharris a Trelewis,0-2,<23
626,Rolling 21 days (05 May - 25 May),Merthyr Tydfil,W02000415,"Gurnos, Trefechan & Pontsticill","Gurnos, Trefechan a Phontsticill",3,30.9
627,Rolling 21 days (05 May - 25 May),Monmouthshire,W02000336,Abergavenny South & Crucorney,De'r Fenni a Chrucornau,0-2,<24
628,Rolling 21 days (05 May - 25 May),Monmouthshire,W02000337,Abergavenny North,Gogledd y Fenni,20,260.9
629,Rolling 21 days (05 May - 25 May),Monmouthshire,W02000338,Gilwern & Llanfoist,Gilwern a Llan-ffwyst,0-2,<24
630,Rolling 21 days (05 May - 25 May),Monmouthshire,W02000339,Monmouth & Wyesham,Trefynwy a Wyesham,0-2,<18
631,Rolling 21 days (05 May - 25 May),Monmouthshire,W02000340,Rhaglan & Llantilio Crossenny,Rhaglan a Llandeilo Gresynni,0-2,<28
